id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24653291,FERIA DUPLEX ATTIC 2BD&2BTH,152799716,Adolfo,Casco Antiguo,San Gil,37.40326,-5.99294,Entire home/apt,79,1,106,2019-09-17,6.16,1,23
24654086,Apartamento sevilla center 一.,76132488,Yanyang,Casco Antiguo,Feria,37.3977,-5.9883,Entire home/apt,60,1,17,2019-09-13,1.08,6,159
24670406,LULLABY APARTMENT,186452026,Maria Luisa,Casco Antiguo,Museo,37.391,-6.0,Entire home/apt,65,2,35,2019-09-18,2.02,1,344
24672757,Heavenly Sevilla,186470481,Manuela,Casco Antiguo,"Encarnación, Regina",37.39373,-5.9937,Entire home/apt,69,2,56,2019-09-22,3.23,1,340
24674277,Casita sevillana frente a la Catedral,3451296,Boutike,Casco Antiguo,Santa Cruz,37.38769,-5.99338,Entire home/apt,500,1,52,2019-09-13,5.15,20,216
24684962,"City Apartment with Wi-Fi, Balcony and Fantastic View",168692752,Bookiply,Casco Antiguo,Alfalfa,37.3917,-5.99489,Entire home/apt,150,1,0,,,1,365
24685784,"Apartamento Maravilla, cómodo, centro y WIFI!",11263265,Sebastian Y Ricardo,Casco Antiguo,San Julián,37.39633,-5.98741,Entire home/apt,40,2,63,2019-09-13,3.67,41,129
24687101,"Fantastic penthouse terrace-center Sevilla,Triana",51048225,"Javier, Sevilla En Movimiento",Triana,Triana Este,37.38234,-6.00606,Entire home/apt,75,2,35,2019-09-15,2.10,72,286
24709992,Habitacion doble con baño privado.,186744269,Maria,Casco Antiguo,San Bartolomé,37.38853,-5.98473,Private room,55,1,6,2019-05-19,0.53,2,171
24735585,Habitacion doble con baño privado,186744269,Maria,Casco Antiguo,Santa Catalina,37.39186,-5.98579,Private room,55,1,12,2019-06-09,1.06,2,165
24743363,Arte y comodidad a unos pasos del Palacio de Congresos,15233676,Rafa,Este - Alcosa - Torreblanca,no asignado,37.4074,-5.92868,Entire home/apt,70,2,52,2019-09-23,3.81,2,131
24744006,AlohaMundi Alfareria,118796113,Pepe Y Maru,Triana,Triana Oeste,37.38362,-6.00589,Entire home/apt,65,1,21,2019-08-12,1.57,48,47
24751348,Apartamentos Tintes 12. Bajo. VFT/SE/02762,187127961,Federico,Casco Antiguo,San Bartolomé,37.38858,-5.98568,Entire home/apt,150,2,1,2018-05-06,0.06,3,298
24752811,Apartamentos Tintes 12. Atico. VFT/SE/02763,187127961,Federico,Casco Antiguo,San Bartolomé,37.38857,-5.98599,Entire home/apt,165,2,3,2019-03-07,0.18,3,300
24753110,Apartamentos Tintes 12. Dúplex. VFT/SE/03524,187127961,Federico,Casco Antiguo,San Bartolomé,37.38854,-5.98511,Entire home/apt,125,2,1,2018-05-27,0.06,3,300
24774217,New Amor de Dios,187122734,Macarena,Casco Antiguo,"Encarnación, Regina",37.39544,-5.99404,Entire home/apt,85,1,63,2019-09-20,3.87,1,50
24797247,Chic Home,170512874,Rosalía,Casco Antiguo,San Julián,37.39709,-5.98536,Entire home/apt,55,1,77,2019-09-05,4.55,34,167
24800530,[759] Apartamento recién reformado,1379382,Rincones Con Luz,Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.36304,-5.98712,Entire home/apt,81,4,0,,,26,76
24815742,"Feria 164. 2 bedrooms, 2 bathrooms",89331773,Markus,Casco Antiguo,San Gil,37.40162,-5.99106,Entire home/apt,83,3,13,2019-05-18,1.09,54,0
