id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
25174903,Villa Alberto,74784446,Paul,,Sant Lluís,39.83793,4.29872,Entire home/apt,115,7,1,2019-08-06,0.54,1,159
25180933,Near the beach with roof terrace and pool - Villa Leida,184599578,Bookiply,,Ciutadella de Menorca,39.96776,3.83475,Entire home/apt,100,1,2,2019-06-21,0.54,14,365
25183331,Vacaciones ? apartamento a escasos metros del Mar,190283662,Jordi,,Ciutadella de Menorca,40.00304,3.79988,Entire home/apt,59,2,17,2019-09-01,1.05,2,139
25218833,Vacaciones ?tranquilo apartamento cerca del  mar,190283662,Jordi,,Ciutadella de Menorca,40.00244,3.8011,Entire home/apt,59,3,20,2019-09-20,1.27,2,140
25241388,Villa en primera linea de mar cerca de Binibeca,111615946,Javier,,Sant Lluís,39.81505,4.24913,Entire home/apt,485,4,4,2019-08-06,0.26,1,113
25244860,Playa 2,19841441,Sun,,Es Mercadal,40.04665,4.10959,Hotel room,50,5,6,2018-09-26,0.37,5,0
25244928,Newly refurbished outside area with private pool,190731448,Ben,,Alaior,39.87929,4.13659,Entire home/apt,180,5,4,2019-09-09,0.27,1,135
25247330,"Catalunya Casas: Villa del Mar pour 6 personnes au cœur de Minorque, à seulement 9 km des plages le",65726695,CatalunyaCasas,,Mahón,39.86944,4.18183,Entire home/apt,152,7,0,,,19,51
25247343,"Villa near the sea, private pool, wifi",190745080,Antonio,,Ciutadella de Menorca,39.9269,3.8229,Entire home/apt,110,7,0,,,2,288
25251230,Lola,49599016,Chantal,,Ferreries,39.96212,3.99323,Private room,98,2,9,2019-09-05,0.66,5,355
25290633,"1 - B&B à Minorque ""2 personnes"" (adults only)",122156940,Marc,,Alaior,39.93252,4.13988,Hotel room,90,3,16,2019-09-04,1.06,3,167
25309242,Habitación en Es Castell,168520196,Pilar,,Es Castell,39.88091,4.2937,Private room,40,2,27,2019-09-22,1.75,1,151
25309687,2 - B&B à Minorque « 2 personnes » (adults only),122156940,Marc,,Alaior,39.9332,4.1396,Hotel room,90,3,23,2019-08-22,1.50,3,175
25310380,3 - B&B à Minorque « 2/3 personnes » (adults only),122156940,Marc,,Alaior,39.93369,4.14121,Hotel room,120,3,13,2019-08-20,0.89,3,168
